"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","question_order"
"27107"," <p><img src=""gatechlogo.png"" height=""60"" /> <img src=""LabLogo_BlackandWhite.png"" height=""60"" /></p> <p>Thank you for your interest in our research study. This research will help us better understand how artists use the sounds of human language to create art, especially in poetry and song lyrics. This study is intended for native speakers of English of <em>any</em> dialect&#8212;we&#39;re afraid we can&#39;t accept participation from anyone else. If you are a native English speaker, your participation is extremely valuable to us and we thank you for helping out!</p> <p>The study should take approximately 20&#8211;30 minutes to complete. Your participation in this study is always voluntary and you may discontinue your participation at any time.</p> <h4 id=""ethics"">Ethics:</h4> <p>This study has been reviewed by the Georgia Tech Institutional Review Board, and has been identified as &#8220;Minimal risk research&#8221; (Ethics ID #H22081). The risks of participating in this study are no greater than any casual poetry listening or other normal daily activities.</p> <h4 id=""confidentiality"">Confidentiality:</h4> <p>We will comply with any applicable laws and regulations regarding confidentiality. Your responses to the study questions will be entirely anonymous and confidential. No personal data will be gathered from you, and your identity will never be associated with your data, published, or disclosed in any way.</p> <p>To make sure that this research is being carried out in the proper way, the Georgia Institute of Technology IRB may review study records. The Office of Human Research Protections may also look at study records. Your anonymous responses may also be shared with other scientists for use in other research.</p> <h4 id=""compensation"">Compensation:</h4> <p>You will not directly benefit from or be compensated for participating in this study.</p> <h4 id=""contacts-and-questions"">Contacts and Questions:</h4> <p>For questions, concerns, or complaints about the study, you may contact the Principal Investigator, Dr. Nathaniel Condit-Schultz at: natcs[at]gatech.edu or by telephone (404)-904-1112. If you have any questions about your rights as a research subject, you may contact Ms. Melanie Clark, Georgia Institute of Technology at (404)-894-6942.</p> <hr /> <p>Only adults (18 years or older) who speak English as a native language and who are <em>not</em> located in the EU are eligible to participate in this study. <strong>By clicking below and completing the study you are agreeing to participate.</strong> You do <em>not</em> waive any of your legal rights by agreeing to participate.</p>","0","html-button-response","0","27121","0.0-0.0",""
"5237","","{""part_age"":""male""}","survey-html-form","1","32360","0.0-1.0",""
"16104","","{""part_dialect"":""American English"",""part_dialect2"":""Chicago""}","survey-html-form","2","48466","0.0-2.0",""
"22939","","{""Poetry R"":""Never"",""Poetry W"":""Never"",""Music L"":""Always"",""Music Lyrics Value"":""Sometimes/maybe"",""Music W"":""Occassionally"",""Singing"":""Frequently"",""Rap L"":""Frequently"",""Rap W"":""Occassionally""}","survey-multi-choice","3","71408","0.0-3.0","[0,1,2,3,4,5,6,7]"
"86191","<p>In this experiment you will hear 100 'fake English' utterances, composed of English-like nonsense words. These utterances were all originally either real English poetry (artistic English) or real English prose (&#8220;normal&#8221; English). The original English has been carefully garbled so that the original meaning is gone, but aspects of the language&#39;s <em>sound</em> remain.</p><p>Some of the utterances you'll hear are short, while others are longer with a short pause in the middle.</p><p> <b>Short example:</b> <audio controls><source src='Stimuli/nonrhyme_24_oneline.mp3' type='audio/mp3'></source></audio></p><p> <b>Long example:</b><audio controls><source src='Stimuli/nonrhyme_2_twolines.mp3' type='audio/mp3'></source></audio></p><p>Your job is to use your intuition as an English speaker to guess which pseudo utterances were originally poetry, and which were prose. You will hear each utterance once then respond by clicking either the 'Prose' or 'Poetry' button; after you click, you'll hear the next utterance. Note that the length of the utterance (short or long) is <em>not</em> related to the prose/poetry question!</p> <p>Feel free to take breaks every 10&#8211;20 utterances, if you need to.</p><p>When you are ready to begin, click the button below!</p>","0","html-button-response","4","157610","0.0-4.0",""
"4447","Stimuli/nonrhyme_34_oneline.mp3","1","audio-button-response","5","162192","0.0-5.0-0.0",""
"8237","Stimuli/nonrhyme_5_twolines.mp3","0","audio-button-response","6","171005","0.0-5.0-0.1",""
"4400","Stimuli/nonrhyme_14_oneline.mp3","1","audio-button-response","7","176122","0.0-5.0-0.2",""
"4017","Stimuli/nonrhyme_40_oneline.mp3","1","audio-button-response","8","180708","0.0-5.0-0.3",""
"11993","Stimuli/nonrhyme_2_twolines.mp3","1","audio-button-response","9","193224","0.0-5.0-0.4",""
"4766","Stimuli/nonrhyme_28_oneline.mp3","1","audio-button-response","10","198825","0.0-5.0-0.5",""
"5480","Stimuli/nonrhyme_13_oneline.mp3","1","audio-button-response","11","204866","0.0-5.0-0.6",""
"7674","Stimuli/nonrhyme_11_oneline.mp3","1","audio-button-response","12","213251","0.0-5.0-0.7",""
"8278","Stimuli/nonrhyme_9_twolines.mp3","0","audio-button-response","13","222285","0.0-5.0-0.8",""
"5393","Stimuli/nonrhyme_15_oneline.mp3","0","audio-button-response","14","228277","0.0-5.0-0.9",""
"8504","Stimuli/threeVowelSlantRhyme_17.mp3","1","audio-button-response","15","237357","0.0-5.0-0.10",""
"4000","Stimuli/onevowelinternalrhyme8.mp3","1","audio-button-response","16","242001","0.0-5.0-0.11",""
"7750","Stimuli/onevowelslant_rhyme5.mp3","0","audio-button-response","17","250410","0.0-5.0-0.12",""
"9555","Stimuli/threeVowelSlantRhyme_4.mp3","0","audio-button-response","18","260541","0.0-5.0-0.13",""
"8353","Stimuli/threeVowelSlantRhyme_20.mp3","0","audio-button-response","19","269494","0.0-5.0-0.14",""
"19673","Stimuli/nonrhyme_10_twolines.mp3","1","audio-button-response","20","289770","0.0-5.0-0.15",""
"9421","Stimuli/endthreevowel_rhyme20.mp3","1","audio-button-response","21","299789","0.0-5.0-0.16",""
"11302","Stimuli/threeVowelSlantRhyme_44.mp3","1","audio-button-response","22","311818","0.0-5.0-0.17",""
"8185","Stimuli/threeVowelSlantRhyme_13.mp3","0","audio-button-response","23","320569","0.0-5.0-0.18",""
